Order,part number,total amount
1036933,CAP-00693,504.0
1036933,CMO-00180,252.0
1036933,CZZ-00214,252.0
1036933,CZZ-00215,252.0
1036933,CZZ-00216,252.0
1036933,CZZ-00217,252.0
1036933,DAP-00001,756.0
1036933,DN4-00034,252.0
1036933,DPH-00172,2016.0
1036933,DSG-00099,1764.0
1036933,DVH-00011,252.0
1036933,DVH-00115,1260.0
1036933,DVH-00210,252.0
1036933,FBO-00038,252.0
1036933,FMU-00047,6552.0
1036933,FMU-00072,1512.0
1036933,FWO-00079,504.0
1036933,IF7-00010,252.0
1036933,ILT-00244,504.0
1036933,IN4-00117,0.0
1036933,INS-00232,252.0
1036933,IOZ-00232,1512.0
1036933,IPH-01114,756.0
1036933,IT5-00031,252.0
1036933,ITI-01051,252.0
1036933,JZZ-00050,252.0
1036933,JZZ-01661,504.0
1036933,KAX-00358,252.0
1036933,KAX-00427,2520.0
1036933,KKT-00066,3276.0
1036933,KKT-00167,1008.0
1036933,KMU-00120,252.0
1036933,KMU-00136,252.0
1036933,KMU-00248,252.0
1036933,KMU-00282,504.0
1036933,KNC-00019,252.0
1036933,KPH-00564,11088.0
1036933,KVH-00201,2520.0
1036933,KYA-00019,756.0
1036933,KYA-00058,504.0
1036933,OA12-00015,756.0
1036933,PZZ-03625,252.0
1036933,RAP-00034,252.0
1036933,SOM-00028,252.0
1036933,TIV-00071,504.0
1036933,TN4-00063,504.0
1036933,TPH-00001,252.0
1036933,TPH-00002,252.0
1036933,UZZ-01069,252.0
1036933,WPH-00329,504.0
1036933,WPH-00414,504.0
1036933,WPH-01304,756.0
1036933,WPH-01344,252.0
1036933,WVH-00117,252.0
1036933,WVH-00600,2520.0
1036933,WVH-00602,1512.0
1036933,WVH-00634,1512.0
1036933,WVH-00910,1764.0
1036933,WVH-00927,252.0
1036933,WVH-00944,252.0
1036933,WYA-00007,252.0
1036933,ZBO-00046,252.0
1037057,IA6-00168,51360.0
1037057,JZZ-01661,360.0
1037057,KMU-00224,102720.0
1037057,PZZ-03143,51360.0
1037057,UZZ-01066,360.0
1037058,IA6-00168,31800.0
1037058,JZZ-01661,223.0
1037058,KMU-00224,63600.0
1037058,PZZ-03143,31800.0
1037058,UZZ-01066,223.0
1037059,IA6-00168,8600.0
1037059,JZZ-01661,43.0
1037059,KMU-00264,8600.0
1037059,PZZ-02776,8600.0
1037059,UZZ-01066,43.0
1037146,CAP-00738,44.0
1037146,CCU-00005,44.0
1037146,CM8-00032,44.0
1037146,CMO-00144,88.0
1037146,CMO-00300,44.0
1037146,CMO-00437,132.0
1037146,CPO-00515,44.0
1037146,DFD-00053,176.0
1037146,DN4-00107,660.0
1037146,DOZ-00136,792.0
1037146,DOZ-00138,44.0
1037146,DSG-00120,44.0
1037146,DVH-00275,44.0
1037146,FBO-00081,44.0
1037146,FLS-00008,264.0
1037146,FMU-00282,88.0
1037146,IA3-00027,132.0
1037146,IA3-00028,132.0
1037146,IIV-00050,44.0
1037146,IMH-00339,44.0
1037146,INS-00360,44.0
1037146,IOZ-00048,0.0
1037146,IOZ-00221,44.0
1037146,ITI-00924,44.0
1037146,ITI-01321,44.0
1037146,ITW-00004,44.0
1037146,JZZ-00050,44.0
1037146,JZZ-01661,44.0
1037146,KKT-00297,44.0
1037146,KKT-00378,44.0
1037146,KNC-00020,88.0
1037146,KPA-00073,264.0
1037146,KPA-00260,44.0
1037146,KPA-00261,132.0
1037146,KPA-00262,176.0
1037146,KPH-00444,1496.0
1037146,KSM-00016,44.0
1037146,KTV-00148,484.0
1037146,KWI-00291,176.0
1037146,KYA-00102,396.0
1037146,LE18-00004,572.0
1037146,PZZ-03567,44.0
1037146,RAP-00038,88.0
1037146,TPH-00023,132.0
1037146,TPH-00143,88.0
1037146,TTI-00020,616.0
1037146,UZZ-01067,44.0
1037146,WPA-00260,176.0
1037146,WPH-00483,396.0
1037146,WPH-01007,44.0
1037146,WPH-01012,528.0
1037146,WPH-01017,792.0
1037146,WPH-01024,44.0
1037146,WPH-01029,924.0
1037146,WPH-01033,44.0
1037146,WPH-01035,220.0
1037146,WPH-01138,44.0
1037146,WPH-01143,220.0
1037146,WPH-01149,44.0
1037146,WPH-01162,44.0
1037146,WPH-01194,44.0
1037146,WVH-00004,484.0
1037146,WVH-00616,44.0
1037146,WVH-01109,44.0
1037192,CAP-00378,48.0
1037192,CHC-00033,48.0
1037192,CHC-00051,48.0
1037192,CJI-00003,96.0
1037192,CJI-00008,48.0
1037192,CMO-00162,48.0
1037192,CS23-00045,96.0
1037192,CS23-00047,48.0
1037192,CS23-00094,96.0
1037192,DFD-00063,48.0
1037192,DIR-00023,192.0
1037192,DMC-00005,96.0
1037192,DOZ-00022,0.0
1037192,DS33-00003,144.0
1037192,DSG-00094,144.0
1037192,FBO-00029,48.0
1037192,FCQ-00068,96.0
1037192,FS50-00003,48.0
1037192,FSI-00123,720.0
1037192,FSI-00124,1344.0
1037192,FT11-00008,96.0
1037192,FT11-00016,240.0
1037192,FTV-00047,96.0
1037192,FTV-00054,1008.0
1037192,FVH-00006,144.0
1037192,FVH-00017,144.0
1037192,HULP-01021,0.048
1037192,IA6-00167,48.0
1037192,IAD-00153,144.0
1037192,IAD-00283,48.0
1037192,IAD-00284,48.0
1037192,IAD-00285,96.0
1037192,IAD-00286,48.0
1037192,ICJ-00065,48.0
1037192,IFD-00051,48.0
1037192,IFD-00115,96.0
1037192,IFD-00117,48.0
1037192,IH9-00004,48.0
1037192,IIV-00023,96.0
1037192,ILT-00079,48.0
1037192,ILT-00082,48.0
1037192,ILT-00138,0.0
1037192,ILT-00139,144.0
1037192,ILT-00140,48.0
1037192,ILT-00292,48.0
1037192,IMH-00116,96.0
1037192,IMX-00145,48.0
1037192,IMX-00149,48.0
1037192,IMX-00183,48.0
1037192,IMX-00214,96.0
1037192,IN4-00237,48.0
1037192,INS-00227,96.0
1037192,INS-00287,48.0
1037192,IPH-01090,96.0
1037192,IPJ-00002,48.0
1037192,IS33-00004,432.0
1037192,IS33-00010,960.0
1037192,ISG-00405,96.0
1037192,ISN-00001,48.0
1037192,IT5-00022,48.0
1037192,ITI-00795,48.0
1037192,JLK-00015,48.0
1037192,JZZ-01661,24.0
1037192,KAX-00316,288.0
1037192,KAX-00339,48.0
1037192,KAX-00363,144.0
1037192,KKT-00087,48.0
1037192,KKT-00125,96.0
1037192,KKT-00147,48.0
1037192,KKT-00152,48.0
1037192,KKT-00164,48.0
1037192,KKT-00167,48.0
1037192,KKT-00184,144.0
1037192,KNG-00018,336.0
1037192,KP7-00016,480.0
1037192,KP7-00030,336.0
1037192,KP7-00031,144.0
1037192,KP7-00070,144.0
1037192,KPH-00162,0.0
1037192,KPH-00444,528.0
1037192,KPH-00445,96.0
1037192,KPH-00465,240.0
1037192,KS21-00024,1104.0
1037192,KS21-00034,96.0
1037192,KSM-00011,48.0
1037192,KSM-00012,48.0
1037192,KVH-00029,144.0
1037192,KVH-00057,144.0
1037192,KVH-00372,48.0
1037192,KVR-00024,6867.0
1037192,KVR-00025,144.0
1037192,KYA-00005,48.0
1037192,KYA-00007,192.0
1037192,KYA-00009,48.0
1037192,KYA-00019,864.0
1037192,KYA-00082,0.0
1037192,LKI-00060,192.0
1037192,OVH-00007,48.0
1037192,PZZ-03458,48.0
1037192,TPH-00123,48.0
1037192,TVH-00048,144.0
1037192,TVH-00049,48.0
1037192,TVH-00051,240.0
1037192,TVH-00056,528.0
1037192,UZZ-01629,48.0
1037192,VAX-00005,192.0
1037192,VSI-00137,48.0
1037192,WM8-00004,48.0
1037192,WP7-00020,48.0
1037192,WP7-00035,96.0
1037192,WP7-00040,96.0
1037192,WP7-00054,96.0
1037192,WP7-00122,48.0
1037192,WP7-00154,288.0
1037192,WPH-00329,1008.0
1037192,WPH-00354,528.0
1037192,WPH-00355,144.0
1037192,WPH-00356,48.0
1037192,WPH-00359,240.0
1037192,WPH-00375,96.0
1037192,WPH-00398,96.0
1037192,WPH-00399,48.0
1037192,WPH-00414,144.0
1037192,WPH-00428,48.0
1037192,WPH-00438,144.0
1037192,WPH-00450,48.0
1037192,WPH-01239,48.0
1037192,WPH-01257,48.0
1037192,WPH-01512,144.0
1037192,WVH-00027,48.0
1037192,WVH-00039,240.0
1037192,WVH-00041,144.0
1037192,WVH-00042,1008.0
1037192,WVH-00044,288.0
1037192,WVH-00045,1200.0
1037192,WVH-00052,144.0
1037192,WVH-00064,48.0
1037192,WVH-00079,48.0
1037192,WVH-00131,48.0
1037192,WVH-00133,96.0
1037192,WVH-00148,48.0
1037192,WVH-00255,48.0
1037192,WYA-00033,48.0
1037192,WYA-00041,96.0
1037192,WYA-00080,144.0
1037192,WYA-00100,48.0
1037192,WYA-00102,48.0
1037192,WYA-00103,144.0
1037192,WYA-00104,96.0
1037192,WYA-00112,48.0
1037192,WYA-00183,48.0
1037192,WYA-00184,48.0
1037192,WYA-00201,96.0
1037192,WYA-00202,96.0
1037192,WYA-00204,48.0
1037192,WYA-00402,48.0
1037192,XA32-00065,96.0
1037192,XJU-00060,48.0
1037192,XJU-00087,48.0
1037356,BSV-00001,800.0
1037356,CHC-00097,200.0
1037356,CMX-00001,200.0
1037356,CMX-00002,200.0
1037356,CMX-00003,200.0
1037356,CMX-00004,200.0
1037356,CP3-00031,200.0
1037356,CPA-00002,200.0
1037356,CTK-00001,200.0
1037356,DNP-00015,800.0
1037356,DNP-00016,400.0
1037356,DOZ-00133,200.0
1037356,DSG-00118,2200.0
1037356,DSG-00119,600.0
1037356,FMU-00065,1000.0
1037356,FMU-00277,1200.0
1037356,FMU-00278,400.0
1037356,FMU-00279,1000.0
1037356,FT11-00038,3000.0
1037356,FT11-00039,800.0
1037356,FT12-00001,200.0
1037356,FTV-00100,1200.0
1037356,FTV-00101,400.0
1037356,FTV-00102,200.0
1037356,FTV-00103,200.0
1037356,FTV-00104,400.0
1037356,FTV-00105,400.0
1037356,FTV-00106,200.0
1037356,FWO-00063,200.0
1037356,FWO-00077,400.0
1037356,IAB-00002,400.0
1037356,IAD-00454,400.0
1037356,IC2-00011,200.0
1037356,IFD-00134,200.0
1037356,IM15-00007,800.0
1037356,IMH-00324,200.0
1037356,IMH-00330,400.0
1037356,IMH-00331,200.0
1037356,IMH-00332,400.0
1037356,IMX-00398,200.0
1037356,IMX-00399,400.0
1037356,IMX-00400,200.0
1037356,IN4-00230,400.0
1037356,IN4-00231,400.0
1037356,INP-00049,200.0
1037356,IOZ-00071,800.0
1037356,IOZ-00215,600.0
1037356,IOZ-00216,1200.0
1037356,IOZ-00217,200.0
1037356,IOZ-00218,200.0
1037356,ISG-00405,2400.0
1037356,ISG-00792,600.0
1037356,IT12-00018,400.0
1037356,ITI-01288,200.0
1037356,ITI-01289,600.0
1037356,ITI-01291,200.0
1037356,ITI-01292,400.0
1037356,ITI-01293,200.0
1037356,ITI-01294,200.0
1037356,ITI-01295,200.0
1037356,ITI-01296,200.0
1037356,ITI-01297,200.0
1037356,IWQ-00003,400.0
1037356,JLK-00015,200.0
1037356,JZZ-01661,400.0
1037356,KKT-00370,400.0
1037356,KKT-00371,200.0
1037356,KMU-00116,10401.0
1037356,KMU-00123,400.0
1037356,KMU-00181,30804.0
1037356,KMU-00272,800.0
1037356,KMU-00417,600.0
1037356,KS21-00006,200.0
1037356,KSM-00018,2200.0
1037356,KSM-00020,13801.0
1037356,KYA-00097,1200.0
1037356,KYA-00098,200.0
1037356,LE18-00017,200.0
1037356,PZZ-03441,200.0
1037356,SA13-00020,800.0
1037356,SA13-00021,800.0
1037356,TOZ-00078,2800.0
1037356,US55-00001,400.0
1037356,UT7-00001,200.0
1037356,UZZ-01766,200.0
1037356,UZZ-01768,200.0
1037356,UZZ-01769,200.0
1037356,UZZ-01770,200.0
1037356,UZZ-01771,200.0
1037356,WPA-00231,1000.0
1037356,WPH-00329,200.0
1037356,WVH-00198,1800.0
1037356,WVH-00822,400.0
1037356,WVH-01265,1800.0
1037356,WYA-00172,6600.0
1037356,WYA-00350,600.0
1037356,WYA-00398,200.0
1037356,WYA-00462,400.0
1037356,WYA-00590,9200.0
1037356,WYA-00591,3800.0
1037356,WYA-00601,4400.0
1037356,WYA-00602,3200.0
1037356,WYA-00603,2800.0
1037356,WYA-00604,2000.0
1037356,WYA-00605,1200.0
1037356,WYA-00606,1000.0
1037356,WYA-00607,600.0
1037356,WYA-00609,400.0
1037356,WYA-00610,200.0
1037356,WYA-00612,2400.0
1037356,WYA-00613,600.0
1037356,WYA-00614,400.0
1037356,XEP-00018,800.0
1037356,XES-00001,200.0
1037356,XMU-00018,400.0
1037356,XMU-00019,200.0
1037358,BSV-00001,800.0
1037358,CHC-00097,200.0
1037358,CMX-00001,200.0
1037358,CMX-00002,200.0
1037358,CMX-00003,200.0
1037358,CMX-00004,200.0
1037358,CP3-00031,200.0
1037358,CPA-00002,200.0
1037358,CTK-00001,200.0
1037358,DNP-00015,800.0
1037358,DNP-00016,400.0
1037358,DOZ-00133,200.0
1037358,DSG-00118,2200.0
1037358,DSG-00119,600.0
1037358,FMU-00065,1000.0
1037358,FMU-00277,1200.0
1037358,FMU-00278,400.0
1037358,FMU-00279,1000.0
1037358,FT11-00038,3000.0
1037358,FT11-00039,800.0
1037358,FT12-00001,200.0
1037358,FTV-00100,1200.0
1037358,FTV-00101,400.0
1037358,FTV-00102,200.0
1037358,FTV-00103,200.0
1037358,FTV-00104,400.0
1037358,FTV-00105,400.0
1037358,FTV-00106,200.0
1037358,FWO-00063,200.0
1037358,FWO-00077,400.0
1037358,IAB-00002,400.0
1037358,IAD-00454,400.0
1037358,IC2-00011,200.0
1037358,IFD-00134,200.0
1037358,IM15-00007,800.0
1037358,IMH-00324,200.0
1037358,IMH-00330,400.0
1037358,IMH-00331,200.0
1037358,IMH-00332,400.0
1037358,IMX-00398,200.0
1037358,IMX-00399,400.0
1037358,IMX-00400,200.0
1037358,IN4-00230,400.0
1037358,IN4-00231,400.0
1037358,INP-00049,200.0
1037358,IOZ-00071,800.0
1037358,IOZ-00215,600.0
1037358,IOZ-00216,1200.0
1037358,IOZ-00217,200.0
1037358,IOZ-00218,200.0
1037358,ISG-00405,2400.0
1037358,ISG-00792,600.0
1037358,IT12-00018,400.0
1037358,ITI-01288,200.0
1037358,ITI-01289,600.0
1037358,ITI-01291,200.0
1037358,ITI-01292,400.0
1037358,ITI-01293,200.0
1037358,ITI-01294,200.0
1037358,ITI-01295,200.0
1037358,ITI-01296,200.0
1037358,ITI-01297,200.0
1037358,IWQ-00003,400.0
1037358,JLK-00015,200.0
1037358,JZZ-01661,400.0
1037358,KKT-00370,400.0
1037358,KKT-00371,200.0
1037358,KMU-00116,10401.0
1037358,KMU-00123,400.0
1037358,KMU-00181,30804.0
1037358,KMU-00272,800.0
1037358,KMU-00417,600.0
1037358,KS21-00006,200.0
1037358,KSM-00018,2200.0
1037358,KSM-00020,13801.0
1037358,KYA-00097,1200.0
1037358,KYA-00098,200.0
1037358,LE18-00017,200.0
1037358,PZZ-03441,200.0
1037358,SA13-00020,800.0
1037358,SA13-00021,800.0
1037358,TOZ-00078,2800.0
1037358,US55-00001,400.0
1037358,UT7-00001,200.0
1037358,UZZ-01766,200.0
1037358,UZZ-01768,200.0
1037358,UZZ-01769,200.0
1037358,UZZ-01770,200.0
1037358,UZZ-01771,200.0
1037358,WPA-00231,1000.0
1037358,WPH-00329,200.0
1037358,WVH-00198,1800.0
1037358,WVH-00822,400.0
1037358,WVH-01265,1800.0
1037358,WYA-00172,6600.0
1037358,WYA-00350,600.0
1037358,WYA-00398,200.0
1037358,WYA-00462,400.0
1037358,WYA-00590,9200.0
1037358,WYA-00591,3800.0
1037358,WYA-00601,4400.0
1037358,WYA-00602,3200.0
1037358,WYA-00603,2800.0
1037358,WYA-00604,2000.0
1037358,WYA-00605,1200.0
1037358,WYA-00606,1000.0
1037358,WYA-00607,600.0
1037358,WYA-00609,400.0
1037358,WYA-00610,200.0
1037358,WYA-00612,2400.0
1037358,WYA-00613,600.0
1037358,WYA-00614,400.0
1037358,XEP-00018,800.0
1037358,XES-00001,200.0
1037358,XMU-00018,400.0
1037358,XMU-00019,200.0
1037373,CAP-00730,200.0
1037373,CHC-00094,200.0
1037373,CHC-00095,200.0
1037373,CHC-00096,400.0
1037373,CPA-00001,200.0
1037373,DMU-00002,400.0
1037373,DOZ-00132,1600.0
1037373,FMU-00271,200.0
1037373,FMU-00272,200.0
1037373,FMU-00273,200.0
1037373,FMU-00274,200.0
1037373,FMU-00275,200.0
1037373,FMU-00276,200.0
1037373,FMU-00280,200.0
1037373,FT11-00038,2000.0
1037373,FTV-00099,800.0
1037373,HULP-01197,0.2
1037373,IC6-00004,200.0
1037373,IS33-00017,200.0
1037373,ISG-00405,800.0
1037373,ITI-01284,200.0
1037373,ITI-01285,200.0
1037373,ITI-01286,200.0
1037373,ITI-01287,200.0
1037373,ITI-01288,200.0
1037373,ITI-01289,200.0
1037373,ITI-01290,200.0
1037373,JLK-00015,200.0
1037373,JZZ-01661,200.0
1037373,KMU-00272,200.0
1037373,KMU-00275,200.0
1037373,KMU-00278,600.0
1037373,KMU-00407,1200.0
1037373,KMU-00408,200.0
1037373,KMU-00409,200.0
1037373,KMU-00410,200.0
1037373,KMU-00411,200.0
1037373,KMU-00412,400.0
1037373,KMU-00413,400.0
1037373,KMU-00414,200.0
1037373,KMU-00415,400.0
1037373,KMU-00416,200.0
1037373,KMU-00418,1000.0
1037373,KS21-00044,200.0
1037373,KSM-00031,800.0
1037373,KSM-00036,800.0
1037373,KSM-00037,200.0
1037373,KTV-00024,400.0
1037373,KVH-00391,400.0
1037373,KYA-00095,800.0
1037373,KYA-00096,200.0
1037373,KYA-00099,600.0
1037373,PZZ-03440,200.0
1037373,SA13-00018,400.0
1037373,SA13-00019,400.0
1037373,TOZ-00077,200.0
1037373,TOZ-00078,400.0
1037373,UAP-00001,600.0
1037373,UAP-00002,200.0
1037373,UHW-00004,400.0
1037373,UZZ-01762,200.0
1037373,UZZ-01774,200.0
1037373,UZZ-01826,200.0
1037373,WSM-00001,200.0
1037373,WYA-00172,400.0
1037373,WYA-00391,200.0
1037373,WYA-00590,1400.0
1037373,WYA-00591,1200.0
1037373,WYA-00592,600.0
1037373,WYA-00594,200.0
1037373,WYA-00595,200.0
1037373,WYA-00596,200.0
1037373,WYA-00597,200.0
1037373,WYA-00598,200.0
1037373,WYA-00599,200.0
1037374,CAP-00730,200.0
1037374,CHC-00094,200.0
1037374,CHC-00095,200.0
1037374,CHC-00096,400.0
1037374,CPA-00001,200.0
1037374,DMU-00002,400.0
1037374,DOZ-00132,1600.0
1037374,FMU-00271,200.0
1037374,FMU-00272,200.0
1037374,FMU-00273,200.0
1037374,FMU-00274,200.0
1037374,FMU-00275,200.0
1037374,FMU-00276,200.0
1037374,FMU-00280,200.0
1037374,FMU-00300,0.0
1037374,FT11-00038,2000.0
1037374,FTV-00099,800.0
1037374,HULP-01197,0.2
1037374,IC6-00004,200.0
1037374,IS33-00017,200.0
1037374,ISG-00405,800.0
1037374,ITI-01284,200.0
1037374,ITI-01285,200.0
1037374,ITI-01286,200.0
1037374,ITI-01287,200.0
1037374,ITI-01288,200.0
1037374,ITI-01289,200.0
1037374,ITI-01290,200.0
1037374,JLK-00015,200.0
1037374,JZZ-01661,200.0
1037374,KMU-00272,200.0
1037374,KMU-00275,200.0
1037374,KMU-00278,600.0
1037374,KMU-00407,1200.0
1037374,KMU-00408,200.0
1037374,KMU-00409,200.0
1037374,KMU-00410,200.0
1037374,KMU-00411,200.0
1037374,KMU-00412,400.0
1037374,KMU-00413,400.0
1037374,KMU-00414,200.0
1037374,KMU-00415,400.0
1037374,KMU-00416,200.0
1037374,KMU-00418,1000.0
1037374,KS21-00044,200.0
1037374,KSM-00031,800.0
1037374,KSM-00036,800.0
1037374,KSM-00037,200.0
1037374,KTV-00024,400.0
1037374,KVH-00391,400.0
1037374,KYA-00095,800.0
1037374,KYA-00096,200.0
1037374,KYA-00099,600.0
1037374,PZZ-03440,200.0
1037374,SA13-00018,400.0
1037374,SA13-00019,400.0
1037374,TOZ-00077,200.0
1037374,TOZ-00078,400.0
1037374,UAP-00001,600.0
1037374,UAP-00002,200.0
1037374,UHW-00004,400.0
1037374,UZZ-01762,200.0
1037374,UZZ-01774,200.0
1037374,UZZ-01826,200.0
1037374,WSM-00001,200.0
1037374,WYA-00172,400.0
1037374,WYA-00391,200.0
1037374,WYA-00590,1400.0
1037374,WYA-00591,1200.0
1037374,WYA-00592,600.0
1037374,WYA-00594,200.0
1037374,WYA-00595,200.0
1037374,WYA-00596,200.0
1037374,WYA-00597,200.0
1037374,WYA-00598,200.0
1037374,WYA-00599,200.0
1037375,CHC-00097,198.0
1037375,FT11-00038,1584.0
1037375,ISG-00405,2772.0
1037375,JZZ-01661,68.0
1037375,KTV-00121,198.0
1037375,LVH-00035,1584.0
1037375,PZZ-03438,198.0
1037375,UAP-00003,792.0
1037375,WYA-00591,792.0
1037376,CHC-00097,198.0
1037376,FT11-00038,1584.0
1037376,ISG-00405,2772.0
1037376,JZZ-01661,68.0
1037376,KTV-00121,198.0
1037376,LVH-00035,1584.0
1037376,PZZ-03438,198.0
1037376,UAP-00003,792.0
1037376,WYA-00591,792.0
1037377,CMO-00430,200.0
1037377,CP3-00030,200.0
1037377,FT11-00038,400.0
1037377,HULP-01197,0.2
1037377,JZZ-01661,8.0
1037377,KMU-00277,200.0
1037377,KYA-00094,200.0
1037377,PZZ-03437,200.0
1037377,WVH-01265,200.0
1037378,CMO-00430,200.0
1037378,CP3-00030,200.0
1037378,FT11-00038,400.0
1037378,HULP-01197,0.2
1037378,JZZ-01661,8.0
1037378,KMU-00277,200.0
1037378,KYA-00094,200.0
1037378,PZZ-03437,200.0
1037378,WVH-01265,200.0
1037539,CC10-00016,100.0
1037539,CFI-00001,100.0
1037539,CPO-00589,400.0
1037539,CPO-00590,200.0
1037539,CS23-00151,100.0
1037539,CS23-00152,100.0
1037539,CS23-00153,100.0
1037539,CWO-00061,100.0
1037539,DD2-00040,100.0
1037539,DFD-00048,100.0
1037539,DFD-00071,300.0
1037539,DN4-00059,200.0
1037539,DN4-00072,200.0
1037539,DOZ-00079,100.0
1037539,DOZ-00080,100.0
1037539,DPH-00137,200.0
1037539,DS33-00007,200.0
1037539,DVH-00009,100.0
1037539,DVH-00039,300.0
1037539,FAP-00009,500.0
1037539,FMU-00160,200.0
1037539,FMU-00196,300.0
1037539,FPA-00036,100.0
1037539,FWO-00108,100.0
1037539,FWO-00201,0.0
1037539,HC14-00001,200.0
1037539,HCQ-00002,100.0
1037539,IAD-00288,200.0
1037539,IAD-00352,200.0
1037539,ILT-00213,100.0
1037539,IMH-00226,100.0
1037539,IR9-00009,100.0
1037539,ITI-00910,100.0
1037539,IZZ-00165,100.0
1037539,JLK-00015,100.0
1037539,JZZ-00050,100.0
1037539,JZZ-01661,50.0
1037539,KAX-00142,200.0
1037539,KAX-00343,100.0
1037539,KAX-00400,100.0
1037539,KKT-00056,100.0
1037539,KKT-00167,200.0
1037539,KMU-00103,100.0
1037539,KMU-00207,800.0
1037539,KP7-00016,100.0
1037539,KP7-00030,300.0
1037539,KPA-00040,100.0
1037539,KPA-00098,100.0
1037539,KPA-00131,100.0
1037539,KPA-00153,100.0
1037539,KPA-00158,200.0
1037539,KS21-00038,100.0
1037539,KT11-00005,100.0
1037539,KVH-00025,200.0
1037539,KVH-00042,300.0
1037539,KVH-00278,1800.0
1037539,KYA-00045,500.0
1037539,LKI-00082,300.0
1037539,OFD-00027,400.0
1037539,PZZ-02867,100.0
1037539,TFD-00065,100.0
1037539,TOZ-00054,100.0
1037539,TPH-00050,200.0
1037539,UZZ-01066,100.0
1037539,WPH-00329,100.0
1037539,WPH-00354,1700.0
1037539,WPH-00356,100.0
1037539,WPH-00372,100.0
1037539,WPH-00414,200.0
1037539,WPH-00428,200.0
1037539,WPH-00429,100.0
1037539,WPH-00438,100.0
1037539,WPH-00454,100.0
1037539,WPH-01251,100.0
1037539,WPH-01301,100.0
1037539,WPH-01419,200.0
1037539,WPH-01512,100.0
1037539,WVH-00016,400.0
1037539,WVH-00035,300.0
1037539,WVH-00039,100.0
1037539,WVH-00041,100.0
1037539,WVH-00042,300.0
1037539,WVH-00044,100.0
1037539,WVH-00052,200.0
1037539,WVH-00117,100.0
1037539,WWG-00060,100.0
1037539,WYA-00102,100.0
1037539,WYA-00243,200.0
1037539,WYA-00312,100.0
1037539,XTX-00045,100.0
1037539,ZBO-00053,100.0
1037545,IA6-00168,72320.0
1037545,JZZ-01661,507.0
1037545,KMU-00224,144640.0
1037545,PZZ-03143,72320.0
1037545,UZZ-01066,507.0
1037546,IA6-00168,40000.0
1037546,JZZ-01661,280.0
1037546,KMU-00224,80000.0
1037546,PZZ-03143,40000.0
1037546,UZZ-01066,280.0
1037547,IA6-00168,38560.0
1037547,JZZ-01661,270.0
1037547,KMU-00224,77120.0
1037547,PZZ-03143,38560.0
1037547,UZZ-01066,270.0
1037560,CHC-00055,168.0
1037560,CHC-00063,168.0
1037560,CHC-00077,168.0
1037560,CHC-00083,168.0
1037560,CIN-00104,168.0
1037560,CKJ-00009,168.0
1037560,DD2-00017,0.0
1037560,DN4-00042,1008.0
1037560,DNP-00036,336.0
1037560,DOZ-00065,840.0
1037560,DOZ-00074,336.0
1037560,DSG-00070,504.0
1037560,FMU-00091,1680.0
1037560,FT11-00018,168.0
1037560,FT11-00026,336.0
1037560,HULP-00782,168.0
1037560,IAD-00291,168.0
1037560,IAD-00357,168.0
1037560,IAD-00397,168.0
1037560,IAD-00502,168.0
1037560,IEF-00002,168.0
1037560,IFD-00119,168.0
1037560,III-00023,168.0
1037560,ILT-00150,336.0
1037560,ILT-00151,168.0
1037560,ILT-00218,336.0
1037560,ILT-00250,168.0
1037560,ILT-00294,168.0
1037560,IMH-00180,168.0
1037560,IMH-00181,168.0
1037560,IMX-00377,504.0
1037560,IN4-00241,168.0
1037560,INS-00385,168.0
1037560,IOZ-00234,0.0
1037560,IR3-00008,168.0
1037560,ISG-00441,672.0
1037560,ITI-00749,168.0
1037560,ITI-00926,168.0
1037560,ITI-00928,168.0
1037560,ITI-01156,168.0
1037560,ITI-01411,0.0
1037560,IVH-00024,336.0
1037560,IVH-00038,0.0
1037560,JLK-00017,168.0
1037560,JZZ-01661,42.0
1037560,KKT-00106,1176.0
1037560,KKT-00158,672.0
1037560,KKT-00202,1848.0
1037560,KMU-00335,336.0
1037560,KP7-00016,840.0
1037560,KS21-00026,8569.0
1037560,KS21-00040,2520.0
1037560,KVH-00245,1008.0
1037560,KYA-00004,672.0
1037560,KYA-00007,672.0
1037560,KYA-00053,336.0
1037560,KYA-00084,2016.0
1037560,LCI-00011,504.0
1037560,PZZ-03258,168.0
1037560,SCK-00048,168.0
1037560,TD2-00020,840.0
1037560,TN4-00006,336.0
1037560,TN4-00031,336.0
1037560,TN4-00032,840.0
1037560,TRX-00006,1008.0
1037560,UZZ-01065,168.0
1037560,VMU-00013,336.0
1037560,WAP-00013,336.0
1037560,WPA-00061,168.0
1037560,WPA-00142,336.0
1037560,WPA-00159,672.0
1037560,WPH-00329,168.0
1037560,WPH-01304,168.0
1037560,WS66-00694,336.0
1037560,WVH-00430,1176.0
1037560,WVH-00435,0.0
1037560,WVH-00440,0.0
1037560,WVH-00649,168.0
1037560,WVH-00657,336.0
1037560,WVH-00702,1512.0
1037560,WVH-01121,168.0
1037560,WVH-01123,672.0
1037560,WVH-01124,336.0
1037560,WWG-00043,672.0
1037560,WYA-00120,336.0
1037560,WYA-00123,168.0
1037560,WYA-00129,1344.0
1037560,WYA-00131,168.0
1037560,WYA-00134,336.0
1037560,WYA-00138,1176.0
1037560,WYA-00139,6384.0
1037560,WYA-00140,840.0
