Order,part number,total amount
1040991,KVH-00381,600.0
1040991,KYA-00107,200.0
1040991,LLI-00005,200.0
1040991,OFD-00027,200.0
1040991,PZZ-03362,200.0
1040991,TR11-00002,200.0
1040991,UZZ-01065,200.0
1040991,WDR-00015,200.0
1040991,WPA-00036,200.0
1040991,WPA-00239,200.0
1040991,WPA-00240,200.0
1040991,WVH-00066,400.0
1040991,WVH-00891,194.0
1040991,WVH-00968,200.0
1040991,WVH-01082,1000.0
1040991,WVH-01085,200.0
1040991,WYA-00161,400.0
1040991,WYA-00213,400.0
1040991,WYA-00367,400.0
1040991,WYA-00391,800.0
1040991,WYA-00489,400.0
1040991,WYA-00703,6.0
1040992,CAP-00633,200.0
1040992,CHC-00090,200.0
1040992,CHC-00091,200.0
1040992,CMY-00032,200.0
1040992,COM-00005,200.0
1040992,CS23-00287,200.0
1040992,DOZ-00127,200.0
1040992,DRX-00012,200.0
1040992,FTV-00050,600.0
1040992,FVH-00037,200.0
1040992,HULP-01123,0.2
1040992,IAD-00438,200.0
1040992,IAD-00439,200.0
1040992,ILT-00238,200.0
1040992,IS33-00003,600.0
1040992,ISL-00027,200.0
1040992,ITI-01265,200.0
1040992,ITI-01266,200.0
1040992,ITI-01267,200.0
1040992,JZZ-00050,200.0
1040992,JZZ-01661,100.0
1040992,KAX-00428,200.0
1040992,KAX-00445,800.0
1040992,KKT-00262,200.0
1040992,KMU-00078,2000.0
1040992,KMU-00359,200.0
1040992,KP7-00039,200.0
1040992,KS21-00018,400.0
1040992,KS21-00047,0.0
1040992,KSM-00025,200.0
1040992,KT11-00013,2600.0
1040992,KT11-00040,800.0
1040992,KTV-00116,200.0
1040992,KVH-00381,600.0
1040992,KYA-00107,200.0
1040992,LLI-00005,200.0
1040992,OFD-00027,200.0
1040992,PZZ-03362,200.0
1040992,TR11-00002,200.0
1040992,UZZ-01065,200.0
1040992,WDR-00015,200.0
1040992,WPA-00036,200.0
1040992,WPA-00239,200.0
1040992,WPA-00240,200.0
1040992,WVH-00066,400.0
1040992,WVH-00891,200.0
1040992,WVH-00968,200.0
1040992,WVH-01082,1000.0
1040992,WVH-01085,200.0
1040992,WYA-00161,400.0
1040992,WYA-00213,400.0
1040992,WYA-00367,400.0
1040992,WYA-00391,800.0
1040992,WYA-00489,400.0
1040992,WYA-00703,0.0
1040993,CAP-00633,200.0
1040993,CHC-00090,200.0
1040993,CHC-00091,200.0
1040993,CMY-00032,200.0
1040993,COM-00005,200.0
1040993,CS23-00287,200.0
1040993,DOZ-00127,200.0
1040993,DRX-00012,200.0
1040993,FTV-00050,600.0
1040993,FVH-00037,200.0
1040993,HULP-01123,0.2
1040993,IAD-00438,200.0
1040993,IAD-00439,200.0
1040993,ILT-00238,200.0
1040993,IS33-00003,600.0
1040993,ISL-00027,200.0
1040993,ITI-01265,200.0
1040993,ITI-01266,200.0
1040993,ITI-01267,200.0
1040993,JZZ-00050,200.0
1040993,JZZ-01661,100.0
1040993,KAX-00428,200.0
1040993,KAX-00445,800.0
1040993,KKT-00262,200.0
1040993,KMU-00078,2000.0
1040993,KMU-00359,200.0
1040993,KP7-00039,200.0
1040993,KS21-00018,400.0
1040993,KS21-00047,0.0
1040993,KSM-00025,200.0
1040993,KT11-00013,2600.0
1040993,KT11-00040,800.0
1040993,KTV-00116,200.0
1040993,KVH-00381,600.0
1040993,KYA-00107,200.0
1040993,LLI-00005,200.0
1040993,OFD-00027,200.0
1040993,PZZ-03362,200.0
1040993,TR11-00002,200.0
1040993,UZZ-01065,200.0
1040993,WDR-00015,200.0
1040993,WPA-00036,200.0
1040993,WPA-00239,200.0
1040993,WPA-00240,200.0
1040993,WVH-00066,400.0
1040993,WVH-00891,200.0
1040993,WVH-00968,200.0
1040993,WVH-01082,1000.0
1040993,WVH-01085,200.0
1040993,WYA-00161,400.0
1040993,WYA-00213,400.0
1040993,WYA-00367,400.0
1040993,WYA-00391,800.0
1040993,WYA-00489,400.0
1040993,WYA-00703,0.0
1040994,CAP-00729,76.0
1040994,CHC-00087,76.0
1040994,CHC-00091,76.0
1040994,CHC-00092,76.0
1040994,CMO-00450,76.0
1040994,CS23-00287,76.0
1040994,CZZ-00246,304.0
1040994,CZZ-00247,304.0
1040994,DC5-00004,76.0
1040994,DD2-00078,76.0
1040994,DOZ-00128,152.0
1040994,DS33-00012,152.0
1040994,FCQ-00146,76.0
1040994,FMU-00267,532.0
1040994,FMU-00268,152.0
1040994,IAD-00442,76.0
1040994,IAD-00443,76.0
1040994,IAD-00444,76.0
1040994,IMH-00324,76.0
1040994,IS33-00010,76.0
1040994,IS33-00016,4.0
1040994,IS33-00018,72.0
1040994,ISL-00027,76.0
1040994,ITI-01267,76.0
1040994,JZZ-00050,76.0
1040994,JZZ-01661,38.0
1040994,KMU-00206,76.0
1040994,KMU-00295,228.0
1040994,KMU-00296,684.0
1040994,KS21-00006,380.0
1040994,KS21-00043,228.0
1040994,KS21-00044,152.0
1040994,KT11-00013,1672.0
1040994,KTV-00082,152.0
1040994,KTV-00135,152.0
1040994,KVH-00381,152.0
1040994,KVH-00403,76.0
1040994,LKI-00143,152.0
1040994,LLI-00005,76.0
1040994,PZZ-03364,76.0
1040994,TOZ-00074,76.0
1040994,TVH-00093,76.0
1040994,UZZ-01065,76.0
1040994,WA10-00013,532.0
1040994,WPA-00036,304.0
1040994,WPA-00241,76.0
1040994,WPA-00242,76.0
1040994,WPA-00243,76.0
1040994,WPH-01484,304.0
1040994,WVH-00598,76.0
1040994,WVH-01082,304.0
1040994,WYA-00198,152.0
1040994,WYA-00213,228.0
1040994,WYA-00367,152.0
1040994,WYA-00391,532.0
1040994,WYA-00392,456.0
1040994,WYA-00438,76.0
1040994,WYA-00532,76.0
1040995,CAP-00729,76.0
1040995,CHC-00087,76.0
1040995,CHC-00091,76.0
1040995,CHC-00092,76.0
1040995,CMO-00450,76.0
1040995,CS23-00287,76.0
1040995,CZZ-00246,304.0
1040995,CZZ-00247,304.0
1040995,DC5-00004,76.0
1040995,DD2-00078,76.0
1040995,DOZ-00128,152.0
1040995,DS33-00012,152.0
1040995,FCQ-00146,76.0
1040995,FMU-00267,532.0
1040995,FMU-00268,152.0
1040995,IAD-00442,76.0
1040995,IAD-00443,76.0
1040995,IAD-00444,76.0
1040995,IMH-00324,76.0
1040995,IS33-00010,76.0
1040995,IS33-00018,76.0
1040995,ISL-00027,76.0
1040995,ITI-01267,76.0
1040995,JZZ-00050,76.0
1040995,JZZ-01661,38.0
1040995,KMU-00206,76.0
1040995,KMU-00295,228.0
1040995,KMU-00296,684.0
1040995,KS21-00006,380.0
1040995,KS21-00043,228.0
1040995,KS21-00044,152.0
1040995,KT11-00013,1672.0
1040995,KTV-00082,152.0
1040995,KTV-00135,152.0
1040995,KVH-00381,152.0
1040995,KVH-00403,76.0
1040995,LKI-00143,152.0
1040995,LLI-00005,76.0
1040995,PZZ-03364,76.0
1040995,TOZ-00074,76.0
1040995,TVH-00093,76.0
1040995,UZZ-01065,76.0
1040995,WA10-00013,532.0
1040995,WPA-00036,304.0
1040995,WPA-00241,76.0
1040995,WPA-00242,76.0
1040995,WPA-00243,76.0
1040995,WPH-01484,304.0
1040995,WVH-00598,76.0
1040995,WVH-01082,304.0
1040995,WYA-00198,152.0
1040995,WYA-00213,228.0
1040995,WYA-00367,152.0
1040995,WYA-00391,532.0
1040995,WYA-00392,456.0
1040995,WYA-00438,76.0
1040995,WYA-00532,76.0
1041007,IM13-00066,300.0
1041007,JZZ-00050,300.0
1041007,JZZ-01704,300.0
1041007,UZZ-01066,300.0
1041007,UZZ-01899,300.0
1041007,UZZ-01904,300.0
1041015,CMO-00209,100.0
1041015,CPO-00173,200.0
1041015,CPO-00404,100.0
1041015,DD2-00030,100.0
1041015,DDI-00016,100.0
1041015,DN4-00056,100.0
1041015,DPH-00061,100.0
1041015,DPH-00134,500.0
1041015,DPH-00174,500.0
1041015,DSG-00034,100.0
1041015,FBO-00021,100.0
1041015,HULP-01021,0.1
1041015,HULP-01032,30.0
1041015,IF10-00007,100.0
1041015,ISG-00507,100.0
1041015,ITI-00808,100.0
1041015,JZZ-00050,100.0
1041015,JZZ-01661,100.0
1041015,KAX-00078,100.0
1041015,KKT-00103,100.0
1041015,KPH-00266,200.0
1041015,KT11-00030,100.0
1041015,KTV-00098,200.0
1041015,KYA-00004,1100.0
1041015,LMU-00013,100.0
1041015,PZZ-03074,100.0
1041015,UZZ-01066,100.0
1041015,WP7-00088,700.0
1041015,WPH-00354,100.0
1041015,WPH-00356,500.0
1041015,WPH-00398,100.0
1041015,WVH-00041,100.0
1041015,ZBO-00012,100.0
1041017,AR5-00005,200.0
1041017,CGR-00004,200.0
1041017,CHC-00068,200.0
1041017,CMO-00206,200.0
1041017,DFD-00057,1000.0
1041017,DPH-00014,400.0
1041017,DPH-00016,200.0
1041017,DVH-00048,1200.0
1041017,DVH-00083,200.0
1041017,DVH-00115,600.0
1041017,FS26-00003,200.0
1041017,FSI-00112,200.0
1041017,IA34-00003,200.0
1041017,ICJ-00030,200.0
1041017,IEP-00008,200.0
1041017,IEY-00021,200.0
1041017,IFD-00108,400.0
1041017,IFD-00118,200.0
1041017,ILT-00123,200.0
1041017,ILT-00124,200.0
1041017,ILT-00125,200.0
1041017,IMH-00150,200.0
1041017,IMH-00151,200.0
1041017,IMH-00183,200.0
1041017,IMX-00273,200.0
1041017,IMX-00274,200.0
1041017,IMX-00275,200.0
1041017,IMX-00276,200.0
1041017,IMX-00277,400.0
1041017,IMX-00288,200.0
1041017,IN4-00056,200.0
1041017,IPH-00386,800.0
1041017,IPH-01076,800.0
1041017,IPH-01190,200.0
1041017,IPH-01237,600.0
1041017,IPH-01239,400.0
1041017,IPH-01240,200.0
1041017,IPH-01241,600.0
1041017,IPH-01244,400.0
1041017,ITI-00677,200.0
1041017,ITI-00678,400.0
1041017,ITI-00679,200.0
1041017,JZZ-01661,300.0
1041017,KAX-00306,400.0
1041017,KAX-00316,400.0
1041017,KKT-00126,600.0
1041017,KKT-00130,400.0
1041017,KNC-00009,200.0
1041017,KPH-00464,4400.0
1041017,KPH-00621,200.0
1041017,KPH-00648,1200.0
1041017,KPH-00655,800.0
1041017,KPH-00656,200.0
1041017,KS21-00034,600.0
1041017,KVH-00168,400.0
1041017,KVH-00225,400.0
1041017,KVH-00228,200.0
1041017,KYA-00004,8000.0
1041017,KYA-00007,400.0
1041017,KYA-00019,200.0
1041017,KYA-00053,1200.0
1041017,PZZ-02754,200.0
1041017,SM16-00001,200.0
1041017,TPH-00085,1200.0
1041017,VAX-00013,400.0
1041017,VSI-00144,400.0
1041017,VTV-00003,1200.0
1041017,VTV-00019,400.0
1041017,WBO-00037,200.0
1041017,WPH-00190,400.0
1041017,WPH-00222,400.0
1041017,WPH-00354,1000.0
1041017,WPH-00355,400.0
1041017,WPH-00356,200.0
1041017,WPH-00414,200.0
1041017,WPH-00438,4600.0
1041017,WPH-00529,1600.0
1041017,WPH-01384,1000.0
1041017,WPH-01396,200.0
1041017,WPH-01496,800.0
1041017,WPH-01507,200.0
1041017,WRD-00001,400.0
1041017,WVH-00030,800.0
1041017,WVH-00041,200.0
1041017,WVH-00042,800.0
1041017,WVH-00043,400.0
1041017,WVH-00044,2600.0
1041017,WVH-00243,400.0
1041017,WVH-00485,200.0
1041017,WVH-00490,400.0
1041017,WVH-00491,400.0
1041017,WVH-00531,400.0
1041017,WVH-00533,400.0
1041017,WVH-00538,400.0
1041017,WVH-00759,200.0
1041017,WVH-00819,200.0
1041017,WVH-00976,400.0
1041017,WWN-00004,200.0
1041017,WYA-00081,200.0
1041017,WYA-00341,200.0
1041017,WYA-00342,200.0
1041017,WYA-00343,200.0
1041017,XA20-00002,200.0
1041017,XEP-00028,200.0
1041017,XTX-00051,200.0
1041017,XTX-00052,200.0
1041017,ZBO-00046,200.0
1041020,IM13-00066,240.0
1041020,JZZ-00050,240.0
1041020,JZZ-01704,240.0
1041020,UZZ-01066,240.0
1041020,UZZ-01899,240.0
1041020,UZZ-01904,240.0
1041021,IM13-00066,60.0
1041021,JZZ-00050,60.0
1041021,JZZ-01704,60.0
1041021,UZZ-01066,60.0
1041021,UZZ-01899,60.0
1041021,UZZ-01903,60.0
1041028,CHC-00033,64.0
1041028,CHC-00051,64.0
1041028,CJI-00003,128.0
1041028,CJI-00008,64.0
1041028,CMO-00162,64.0
1041028,CMO-00257,64.0
1041028,CS23-00045,128.0
1041028,CS23-00047,64.0
1041028,CS23-00094,128.0
1041028,DFD-00063,64.0
1041028,DMC-00012,128.0
1041028,DOZ-00022,0.0
1041028,DS33-00003,192.0
1041028,DSG-00094,192.0
1041028,DVH-00219,256.0
1041028,FBO-00029,64.0
1041028,FCN-00008,64.0
1041028,FCQ-00068,128.0
1041028,FE13-00005,128.0
1041028,FSI-00123,960.0
1041028,FSI-00124,1792.0
1041028,FT11-00008,128.0
1041028,FT11-00016,320.0
1041028,FTV-00047,128.0
1041028,FTV-00054,1344.0
1041028,FVH-00006,192.0
1041028,FVH-00017,192.0
1041028,FWO-00090,0.0
1041028,HULP-01021,0.064
1041028,IA29-00001,64.0
1041028,IA6-00167,64.0
1041028,IAD-00153,192.0
1041028,IAD-00283,64.0
1041028,IAD-00284,64.0
1041028,IAD-00285,128.0
1041028,IAD-00286,64.0
1041028,ICJ-00065,64.0
1041028,IFD-00051,64.0
1041028,IFD-00115,384.0
1041028,IFD-00117,64.0
1041028,IH9-00004,64.0
1041028,IIV-00023,128.0
1041028,ILT-00079,64.0
1041028,ILT-00082,64.0
1041028,ILT-00138,64.0
1041028,ILT-00139,192.0
1041028,ILT-00140,64.0
1041028,IMH-00078,128.0
1041028,IMH-00116,128.0
1041028,IMX-00145,64.0
1041028,IMX-00149,64.0
1041028,IMX-00183,64.0
1041028,IMX-00214,128.0
1041028,IN4-00237,64.0
1041028,INS-00227,128.0
1041028,INS-00287,64.0
1041028,IPH-01090,128.0
1041028,IPJ-00002,64.0
1041028,IS33-00004,576.0
1041028,IS33-00010,1408.0
1041028,ISG-00405,128.0
1041028,ISN-00001,64.0
1041028,IT5-00022,64.0
1041028,ITI-00795,64.0
1041028,IXP-00020,64.0
1041028,JLK-00015,64.0
1041028,JZZ-01661,32.0
1041028,KAX-00316,384.0
1041028,KAX-00339,64.0
1041028,KAX-00363,192.0
1041028,KKT-00087,64.0
1041028,KKT-00125,128.0
1041028,KKT-00147,64.0
1041028,KKT-00152,64.0
1041028,KKT-00164,64.0
1041028,KKT-00167,64.0
1041028,KKT-00184,192.0
1041028,KNG-00018,448.0
1041028,KP7-00016,640.0
1041028,KP7-00030,448.0
1041028,KP7-00031,192.0
1041028,KP7-00070,192.0
1041028,KPH-00162,0.0
1041028,KPH-00444,704.0
1041028,KPH-00465,320.0
1041028,KS21-00024,760.0
1041028,KS21-00034,128.0
1041028,KSM-00011,64.0
1041028,KSM-00012,64.0
1041028,KVH-00029,192.0
1041028,KVH-00057,448.0
1041028,KVH-00372,64.0
1041028,KVR-00024,9539.0
1041028,KVR-00025,192.0
1041028,KYA-00005,64.0
1041028,KYA-00007,256.0
1041028,KYA-00009,64.0
1041028,KYA-00019,1152.0
1041028,KYA-00082,776.0
1041028,LKI-00060,256.0
1041028,OA12-00012,64.0
1041028,OVH-00007,64.0
1041028,PZZ-03458,64.0
1041028,TPH-00123,64.0
1041028,TVH-00048,192.0
1041028,TVH-00049,64.0
1041028,TVH-00051,320.0
1041028,TVH-00056,704.0
1041028,UZZ-01629,64.0
1041028,UZZ-01647,0.0
1041028,VAX-00005,256.0
1041028,VSI-00137,64.0
1041028,WM8-00004,64.0
1041028,WP7-00020,64.0
1041028,WP7-00035,128.0
1041028,WP7-00040,128.0
1041028,WP7-00054,128.0
1041028,WP7-00122,64.0
1041028,WP7-00154,384.0
1041028,WPH-00329,1280.0
1041028,WPH-00354,832.0
1041028,WPH-00355,192.0
1041028,WPH-00356,64.0
1041028,WPH-00359,320.0
1041028,WPH-00375,128.0
1041028,WPH-00398,128.0
1041028,WPH-00399,64.0
1041028,WPH-00414,448.0
1041028,WPH-00428,192.0
1041028,WPH-00438,192.0
1041028,WPH-00450,64.0
1041028,WPH-01239,64.0
1041028,WPH-01257,64.0
1041028,WPH-01274,64.0
1041028,WPH-01344,64.0
1041028,WPH-01405,128.0
1041028,WPH-01512,192.0
1041028,WVH-00027,64.0
1041028,WVH-00039,320.0
1041028,WVH-00041,192.0
1041028,WVH-00042,1344.0
1041028,WVH-00044,384.0
1041028,WVH-00045,1664.0
1041028,WVH-00052,192.0
1041028,WVH-00064,64.0
1041028,WVH-00079,64.0
1041028,WVH-00131,64.0
1041028,WVH-00133,128.0
1041028,WVH-00148,64.0
1041028,WVH-00255,64.0
1041028,WYA-00033,192.0
1041028,WYA-00041,128.0
1041028,WYA-00080,192.0
1041028,WYA-00100,64.0
1041028,WYA-00102,64.0
1041028,WYA-00103,192.0
1041028,WYA-00104,128.0
1041028,WYA-00183,64.0
1041028,WYA-00184,64.0
1041028,WYA-00201,128.0
1041028,WYA-00202,128.0
1041028,WYA-00204,64.0
1041028,WYA-00402,64.0
1041028,XA32-00011,128.0
1041028,XA32-00065,0.0
1041028,XJU-00060,64.0
1041028,XJU-00087,64.0
1041029,CS23-00095,132.0
1041029,DBO-00007,330.0
1041029,DD2-00036,66.0
1041029,DD2-00037,264.0
1041029,DLF-00007,66.0
1041029,DLF-00020,66.0
1041029,DN4-00047,66.0
1041029,FTV-00054,66.0
1041029,FVH-00024,264.0
1041029,HULP-00950,6.6
1041029,ILT-00209,66.0
1041029,IMX-00303,66.0
1041029,IS33-00004,264.0
1041029,JLK-00015,66.0
1041029,JZZ-01661,44.0
1041029,KAX-00395,66.0
1041029,KP7-00016,132.0
1041029,KP7-00078,66.0
1041029,KPH-00260,66.0
1041029,KPH-00564,396.0
1041029,KTV-00049,528.0
1041029,KTV-00050,528.0
1041029,KVH-00042,66.0
1041029,KVH-00081,132.0
1041029,KYA-00019,264.0
1041029,KYA-00083,594.0
1041029,PZZ-03575,66.0
1041029,TIV-00060,66.0
1041029,TVH-00051,66.0
1041029,VPA-00005,66.0
1041029,WAP-00038,66.0
1041029,WDR-00014,66.0
1041029,WPH-00329,132.0
1041029,WPH-00354,66.0
1041029,WPH-01484,198.0
1041029,WVH-00042,198.0
1041029,WVH-00052,66.0
1041029,WWG-00122,66.0
1041029,WYA-00282,66.0
1041029,WYA-00291,66.0
1041029,WYA-00293,66.0
1041029,WYA-00298,66.0
1041030,IM13-00066,240.0
1041030,JZZ-00050,240.0
1041030,JZZ-01704,240.0
1041030,UZZ-01066,240.0
1041030,UZZ-01899,240.0
1041030,UZZ-01904,240.0
1041041,IM13-00066,360.0
1041041,JZZ-00050,360.0
1041041,JZZ-01704,360.0
1041041,UZZ-01066,360.0
1041041,UZZ-01899,360.0
1041041,UZZ-01904,360.0
1041042,IM13-00066,60.0
1041042,JZZ-00050,60.0
1041042,JZZ-01704,60.0
1041042,UZZ-01066,60.0
1041042,UZZ-01899,60.0
1041042,UZZ-01903,60.0
1041044,CPO-00609,100.0
1041044,CPO-00653,50.0
1041044,CS23-00274,50.0
1041044,CWO-00117,50.0
1041044,CZZ-00236,200.0
1041044,CZZ-00237,50.0
1041044,DFD-00048,200.0
1041044,DNP-00009,400.0
1041044,DOZ-00035,100.0
1041044,DOZ-00100,50.0
1041044,DOZ-00111,50.0
1041044,DPH-00016,100.0
1041044,FBO-00066,50.0
1041044,FMU-00023,200.0
1041044,FWO-00166,100.0
1041044,FWO-00167,50.0
1041044,FWO-00168,50.0
1041044,FWO-00169,50.0
1041044,IA3-00023,50.0
1041044,IAD-00407,50.0
1041044,ID2-00013,50.0
1041044,IIV-00039,50.0
1041044,ITI-01194,50.0
1041044,ITI-01195,50.0
1041044,ITI-01196,50.0
1041044,ITI-01197,50.0
1041044,JLK-00015,50.0
1041044,JZZ-00050,50.0
1041044,JZZ-01661,25.0
1041044,KAX-00275,150.0
1041044,KAX-00480,200.0
1041044,KKT-00266,50.0
1041044,KKT-00331,50.0
1041044,KKT-00332,100.0
1041044,KKT-00333,50.0
1041044,KMU-00093,50.0
1041044,KMU-00207,250.0
1041044,KMU-00253,100.0
1041044,KMU-00314,50.0
1041044,KMU-00357,200.0
1041044,KMU-00358,50.0
1041044,KMU-00360,50.0
1041044,KMU-00362,50.0
1041044,KMU-00369,50.0
1041044,KP7-00003,50.0
1041044,KP7-00017,200.0
1041044,KP7-00069,100.0
1041044,KPH-00165,50.0
1041044,KPH-00443,50.0
1041044,KPH-00464,950.0
1041044,KT11-00035,50.0
1041044,KTV-00053,100.0
1041044,KTV-00095,50.0
1041044,KTV-00101,100.0
1041044,KVH-00365,50.0
1041044,KVH-00385,100.0
1041044,KYA-00004,350.0
1041044,KYA-00005,400.0
1041044,KYA-00029,50.0
1041044,KYA-00053,50.0
1041044,LKI-00082,100.0
1041044,LKI-00137,50.0
1041044,PZZ-03230,50.0
1041044,TMT-00010,200.0
1041044,TN4-00050,200.0
1041044,TOZ-00068,100.0
1041044,TTI-00024,50.0
1041044,TVH-00062,50.0
1041044,TVH-00082,50.0
1041044,UHO-00006,50.0
1041044,UHO-00007,50.0
1041044,UZZ-01066,50.0
1041044,WBO-00402,100.0
1041044,WPH-00329,100.0
1041044,WPH-00353,50.0
1041044,WPH-00354,400.0
1041044,WPH-00398,50.0
1041044,WPH-00399,50.0
1041044,WPH-00434,50.0
1041044,WPH-00444,50.0
1041044,WPH-00454,50.0
1041044,WPH-00455,100.0
1041044,WPH-01244,50.0
1041044,WPH-01257,50.0
1041044,WPH-01262,50.0
1041044,WVH-00017,50.0
1041044,WVH-00041,50.0
1041044,WVH-00042,700.0
1041044,WVH-00044,300.0
1041044,WVH-00114,50.0
1041044,WVH-00634,50.0
1041044,WVH-00728,50.0
1041044,WVH-00926,50.0
1041044,WVH-00936,50.0
1041044,WVH-00989,50.0
1041044,WYA-00033,50.0
1041044,WYA-00092,100.0
1041044,WYA-00134,50.0
1041044,WYA-00159,150.0
1041044,WYA-00294,50.0
1041044,WYA-00498,50.0
1041044,WYA-00499,50.0
1041044,WYA-00500,50.0
1041044,WYA-00501,50.0
1041054,AR5-00005,200.0
1041054,BJV-00043,400.0
1041054,BZZ-01634,200.0
1041054,BZZ-01679,400.0
1041054,BZZ-01681,200.0
1041054,BZZ-01682,800.0
1041054,CAP-00694,200.0
1041054,CHW-00038,400.0
1041054,CHW-00060,200.0
1041054,CHW-00107,40.0
1041054,CMO-00387,200.0
1041054,CMO-00417,200.0
1041054,CPJ-00006,400.0
1041054,CW2-00005,400.0
1041054,CZZ-00213,200.0
1041054,DN4-00093,200.0
1041054,DS33-00008,200.0
1041054,FMU-00050,200.0
1041054,FMU-00072,600.0
1041054,FZZ-00147,600.0
1041054,FZZ-00148,200.0
1041054,FZZ-00149,200.0
1041054,IMH-00247,200.0
1041054,IMH-00248,200.0
1041054,IMH-00249,200.0
1041054,IMH-00250,200.0
1041054,IMX-00359,200.0
1041054,IPH-00384,200.0
1041054,ISG-00550,200.0
1041054,ITI-01036,800.0
1041054,JLK-00015,400.0
1041054,JZZ-00050,200.0
1041054,JZZ-01661,80.0
1041054,KAX-00177,0.0
1041054,KAX-00187,184.0
1041054,KAX-00196,200.0
1041054,KAX-00208,400.0
1041054,KAX-00316,200.0
1041054,KAX-00317,200.0
1041054,KMU-00062,800.0
1041054,KP7-00030,800.0
1041054,KPA-00021,400.0
1041054,KPA-00230,200.0
1041054,KS21-00038,200.0
1041054,KSI-00284,200.0
1041054,KVH-00110,200.0
1041054,KVH-00396,416.0
1041054,KYA-00004,5400.0
1041054,KYA-00086,400.0
1041054,LKI-00089,2400.0
1041054,LKI-00090,400.0
1041054,MMO-00007,200.0
1041054,PZZ-03189,200.0
1041054,ULS-00011,7.0
1041054,UZZ-01067,200.0
1041054,UZZ-01733,200.0
1041054,UZZ-01734,400.0
1041054,UZZ-01963,200.0
1041054,WPA-00209,800.0
1041054,WPH-00329,800.0
1041054,WPH-00354,600.0
1041054,WPH-00356,400.0
1041054,WPH-00434,200.0
1041054,WPH-00435,800.0
1041054,WPH-00438,800.0
1041054,WPH-00449,400.0
1041054,WPH-00530,200.0
1041054,WPH-01251,400.0
1041054,WVH-00030,1600.0
1041054,WVH-00039,400.0
1041054,WVH-00042,400.0
1041054,WVH-00044,200.0
1041054,WVH-00075,10201.0
1041054,WVH-00119,2400.0
1041054,WYA-00139,4800.0
1041054,XA32-00052,200.0
1041054,XTX-00052,200.0
1041055,CAP-00004,28.0
1041055,CAP-00330,1400.0
1041055,CAP-00331,200.0
1041055,CMO-00087,200.0
1041055,CMO-00089,200.0
1041055,CMO-00476,0.0
1041055,CPO-00231,200.0
1041055,CPO-00351,400.0
1041055,CPO-00352,200.0
1041055,CPO-00368,200.0
1041055,CPO-00369,400.0
1041055,CPO-00370,200.0
1041055,CS23-00162,400.0
1041055,CS23-00163,400.0
1041055,CS23-00171,200.0
1041055,DOZ-00004,200.0
1041055,DOZ-00023,200.0
1041055,DPH-00016,1600.0
1041055,DPH-00054,200.0
1041055,DPH-00134,200.0
1041055,DSG-00061,600.0
1041055,DVH-00048,5200.0
1041055,DVH-00049,1600.0
1041055,FSI-00059,200.0
1041055,FTV-00111,200.0
1041055,FWO-00003,400.0
1041055,ILT-00052,200.0
1041055,ILT-00053,200.0
1041055,IM23-00002,200.0
1041055,IMH-00078,200.0
1041055,IMH-00091,200.0
1041055,IMX-00102,200.0
1041055,IMX-00103,0.0
1041055,IMX-00104,200.0
1041055,IMX-00105,200.0
1041055,IMX-00106,200.0
1041055,IMX-00354,200.0
1041055,IPH-00366,200.0
1041055,IPH-00367,200.0
1041055,IPH-00368,200.0
1041055,IPH-00370,200.0
1041055,IPH-00371,200.0
1041055,IPH-00372,400.0
1041055,IPH-00373,200.0
1041055,IPH-01095,200.0
1041055,ITI-00374,200.0
1041055,ITI-00389,200.0
1041055,ITI-01412,600.0
1041055,JLK-00015,200.0
1041055,JZZ-00050,200.0
1041055,JZZ-01661,200.0
1041055,KAX-00136,200.0
1041055,KAX-00202,200.0
1041055,KKT-00172,200.0
1041055,KMU-00103,600.0
1041055,KNG-00044,200.0
1041055,KNQ-00009,0.0
1041055,KPA-00092,400.0
1041055,KVH-00074,200.0
1041055,KVH-00322,200.0
1041055,KYA-00004,9400.0
1041055,KYA-00005,600.0
1041055,KYA-00006,400.0
1041055,OHP-00009,400.0
1041055,PZZ-01530,200.0
1041055,TFD-00011,600.0
1041055,TMT-00006,200.0
1041055,TPH-00085,1200.0
1041055,TPH-00099,400.0
1041055,UZZ-01067,200.0
1041055,VHA-00002,600.0
1041055,VSI-00079,400.0
1041055,VSI-00090,200.0
1041055,VSI-00136,200.0
1041055,WP7-00056,200.0
1041055,WPH-00354,2600.0
1041055,WPH-00355,200.0
1041055,WPH-00372,200.0
1041055,WPH-00398,200.0
1041055,WPH-00413,200.0
1041055,WPH-00438,200.0
1041055,WPH-00444,200.0
1041055,WPH-01321,200.0
1041055,WPH-01328,200.0
1041055,WPH-01354,200.0
1041055,WPH-01506,400.0
1041055,WVH-00027,200.0
1041055,WVH-00028,200.0
1041055,WVH-00030,200.0
1041055,WVH-00042,1600.0
1041055,WVH-00044,7000.0
1041055,WVH-00052,200.0
1041055,WYA-00007,200.0
1041055,WZZ-00013,200.0
1041055,WZZ-00017,25.0
1041055,XEP-00023,151.0
1041055,XQA-00005,49.0
1041055,ZBO-00068,200.0
1041056,CMO-00276,200.0
1041056,DPH-00014,800.0
1041056,IMX-00113,100.0
1041056,INS-00098,100.0
1041056,IPH-00388,100.0
1041056,IPH-00389,100.0
1041056,IPH-00390,100.0
1041056,IPH-00392,100.0
1041056,ITI-00421,100.0
1041056,JLK-00015,200.0
1041056,JZZ-00050,100.0
